id,data_provider,country,product_category,product_category_id,brand,year_of_manufacture,product_age,repair_status,repair_barrier_if_end_of_life,event_date,problem
rcint_115210,Repair Café International,DEU,Printer/scanner,25,Brother,,,End of life,,2024-10-19,- immer wieder der gleiche Fehler und Papierstau-bitte reinigen_x000d_ - aber kein derartiges Problem zu entdecken_x000d_ - nach Rü. mit dem Repair-Gast kann das Gerät entsorgt_x000d_ werden. Fehlerrmeldung Reinigung 50?
rcint_115204,Repair Café International,DEU,Tablet,30,Trek Store,,,Fixed,,2024-10-19,- Akku-Problem somit Akku erneuert. - mit Tastatur und Netzteil.
rcint_115199,Repair Café International,DEU,Battery/charger/adapter,2,AEG Electrolux,,,Fixed,,2024-10-19,"Gast ist einverstanden, 28€ für einen Schlauch zu bezahlen._x000d_ Motor läuft, Bodenrolle fertig und läuft. Neu verlötet ""clean Brush"" ohne Fubnktion, Bodenrolle läuft. Bürste läuft nicht."
rcint_115198,Repair Café International,DEU,Battery/charger/adapter,2,AEG-Telefunken,,,Fixed,,2024-10-19,"Neues Netzteil KFD 25 Volt / 500 mA 19,99 € + 2,50 € Bestellung = *12,50 €*_x000d_ Steckerstift abgerissen. Netzteil neu bestellen."
rcint_115197,Repair Café International,DEU,Printer/scanner,25,Sony,,,End of life,,2024-10-19,Farbband-Kartusche lässt sich nicht aus dem Gerät entfernen._x000d_ Damit Totalschaden. RG informiert und_x000d_ Verschrottungsfreigabe erhalten. Papierstau? Steht schon ewig. Wer weiß hier mehr drüber und wer hat es auseinander genommen?
rcint_115178,Repair Café International,DEU,TV and gaming-related accessories,33,OCTAGON,,,End of life,,2024-09-18,"Der SAT-Receiver hat einen inneren Kurzschluss, daher ist auch das neue Netzteil schon wieder defekt. Nach Rücksprache mit RG können Netzteil und Receiver entsorgt werden. Nach einem Überspannungsschaden geht der Receiver nicht mehr an. Netzteil ist bereits getauscht und intakt. Gerät funktioniert weiterhin nicht."
rcint_115163,Repair Café International,DEU,Battery/charger/adapter,2,AEG,,,Fixed,,2024-09-18,"Netzteil defekt haben neues Netzteil bestellt und eingebaut, Repair-Gast übergeben. lädt nicht."
rcint_115142,Repair Café International,DEU,Games console,38,Sony,,,Fixed,,2024-08-17,Kontakte an Druckschalter nachgebogen und justiert._x000d_ (Kunde hat mit dran gearbeitet) Bedienung der Playstation ist durch den Gast komplett zerlegt.
rcint_115138,Repair Café International,DEU,Tablet,30,Lidl,,,End of life,,2024-08-17,"Display neu lohnt nicht, ist auch nicht mehr reparabel. _x000d_ Mit Repair-Gast am 24.08.2024 gesprochen: _x000d_ Wetterstation kann entsorgt werden. Display defekt / Lidl Hygrometer Aurial Ersatzteil evtl. bestellen."
rcint_138638,Repair Café International,CAN,Battery/charger/adapter,2,Unknown,,,Fixed,,2025-05-25,Fil dénudé. Fil sectionné. Installer gaine thermo-rétractable.
rcint_113186,Repair Café International,CAN,Tablet,30,Alcatel,,,End of life,Spare parts too expensive,2025-07-19,Display screen fail and battery. Not turning on.
rcint_115117,Repair Café International,DEU,Battery/charger/adapter,2,KTM,,,End of life,,2024-08-07,Netzteil lässt sich nicht reparieren. Repair-Gast hat Gerät mitgenommen. Netzteil zu Fahrrad-Akku funktioniert nicht.
rcint_115116,Repair Café International,DEU,Battery/charger/adapter,2,SHGEEN,,,End of life,,2024-08-07,"Totalschaden. Akku SHGEEN 9,6V 4.0AH 38.4Wh Modell 9120 Akku neu gestalten."
rcint_115568,Repair Café International,DEU,Battery/charger/adapter,2,Unknown,,,Fixed,,2025-07-21,"Neuer Schukostecker montiert. Repair-Gast ist benachrichtigt. _x000d_ Ersatzteil 10,00 €_x000d_ geprüft: Detlef Leseberg PASS 13. Stecker defekt."
rcint_133386,Repair Café International,GBR,Laptop,16,Unknown,,,Fixed,,2025-07-05,As above. Needs new software installed. Removed Windows from laptop and installed Linux.
rcint_138559,Repair Café International,CAN,PC accessory,22,Microsoft,,,Fixed,,2025-04-26,Poils de chat dans la souris. Roulette ne clique plus. nettoyage.
rcint_123590,Repair Café International,GBR,Printer/scanner,25,Canon,2012,13,Fixed,,2025-07-19,"Needs reinstallation. Can't connect to WiFi. Showed owner how to reinstall driver and how to during this process connect the printer to home network, demonstrated on Village Hall network."
rcint_149576,Repair Café International,NLD,Tablet,30,Unknown,2016,8,End of life,,2024-03-01,Doet het niet. doet het niet.
rcint_149540,Repair Café International,NLD,PC accessory,22,HP,2005,19,Fixed,,2024-01-19,U toest blijft hangen. U toets blijft hangen. Schoongemaakt en toets los gemaakt.
rcint_115128,Repair Café International,DEU,Printer/scanner,25,HP,,,Fixed,,2024-08-17,"Fremtkörper im Gerät beseitigt. 2 neue Druckerpatronen gewechselt. Drucktest durchgeführt. Alles OK. Ersatzteile: Druckertinte 31,34 €. zieht die Blätter nur durch."
rcint_115072,Repair Café International,DEU,Tablet,30,Tolino,,,End of life,,2024-05-29,Gerät hat Kurzschluss auf Platine und ist nicht mehr reparable. Anschlussstecker kaputt. Gerät hat Kurzschluss.
rcint_115048,Repair Café International,DEU,Printer/scanner,25,Brother,,,Fixed,,2024-04-27,"Neue Druckerfarbe/-Patrone eingebaut und Gerät innen-außen gereinigt. Papiereinzug prüfen, Gerät rattert."
rcint_133294,Repair Café International,DEU,Flat screen,8,Philips,2015,10,Fixed,,2025-07-14,"Software startet nicht. Funktioniert nicht, es wird nur das Philips Logo angezeigt. Ein Recovery Update installiert."
rcint_133293,Repair Café International,DEU,Games console,38,Sony,2020,5,Fixed,,2025-07-14,Analoger Stick ausgeschlagen. Funktioniert nicht richtig. 2 analoge Sticks ersetzt.
rcint_133300,Repair Café International,DEU,Mobile,19,Samsung,2015,10,Fixed,,2025-07-17,"Vermutlich internes Kontaktproblem. Simkarte wird nicht erkannt. Gerät zerlegt, Folienverbindungen neu gesteckt."
rcint_133297,Repair Café International,DEU,Flat screen,8,JTC,2020,5,Repairable,,2025-07-17,Modul nicht in Ordnung. Nachlöten war nicht erfolgreich. Flackert nach einiger Zeit. Neues Modul als Ersatzteil bestellt.
rcint_126656,Repair Café International,NLD,Tablet,30,Lenovo,2019,6,End of life,No way to open product,2025-07-18,Stekkertje heeft veel ruimte. Oplaadsysteem werkt niet helemaal.
rcint_133295,Repair Café International,DEU,Laptop,16,Asus,2015,10,Repairable,,2025-07-17,Wasserschaden auf der Hauptplatine. Akku wird nur zeitweise geladen. Gerät kann weiter bei reinem Netzbetrieb genutzt werden.
rcint_115038,Repair Café International,DEU,Battery/charger/adapter,2,Unknown,,,Fixed,,2024-04-12,"Kabelbruch beseitigt. Kabel am Schukostecker gekürzt, neu angeschlossen. evtl.Kabelbruch."
rcint_130917,Repair Café International,NLD,Battery/charger/adapter,2,Sparta,2017,8,End of life,,2025-06-02,Laad niet meer op.
rcint_149563,Repair Café International,NLD,TV and gaming-related accessories,33,Unknown,2012,11,Fixed,,2023-12-01,Snoer en stekker defect. Snoer defect. snoer en stekker gesoldeerd.
rcint_149562,Repair Café International,NLD,Battery/charger/adapter,2,Unknown,2010,13,Fixed,,2023-12-01,Stekker defect. Stekker defect. Stekker vervangen.
rcint_130911,Repair Café International,NLD,Laptop,16,HP,,,Repairable,,2025-06-02,"Voeding niet aanwezig. Oud Doed het niet. Zoeken naar een passende voeding, opladen en proberen fterug komen."
rcint_145096,Repair Café International,AUS,Tablet,30,Apple,,,Fixed,,2025-07-20,Yes. not charging. Removed screen and connected charge post to motherboard.
rcint_130590,Repair Café International,GBR,Laptop,16,HP,,,Fixed,,2025-06-28,needs setting up. installation of programs/tidying up and set up.
rcint_118117,Repair Café International,ESP,Mobile,19,Samsung,2019,6,End of life,,2025-07-16,"Botón mal y se rompe la pantalla. Falla el botón de encendido, de Juan A. CBA."
rcint_118115,Repair Café International,ESP,TV and gaming-related accessories,33,Hyundai,2019,6,Fixed,,2025-07-16,"Pila gastada, de Carlos. CBA. Cambio la pila."
rcint_131755,Repair Café International,NLD,Laptop,16,Unknown,2024,1,End of life,,2025-07-19,zeepsop. Zeepsop in gekomen.
rcint_118111,Repair Café International,ESP,Laptop,16,Lenovo,2016,9,Fixed,,2025-07-16,"fallo mecánico. Anclaje de pantalla mal, de Andrea. CBA. ajusto y limpio el ventilador."
rcint_118110,Repair Café International,ESP,TV and gaming-related accessories,33,Unknown,2022,3,Fixed,,2025-07-16,"Mal contacto. Se cayó y no funciona, de Alicia del CBA."
rcint_130564,Repair Café International,GBR,Flat screen,8,BenQ,,,End of life,Spare parts too expensive,2025-06-28,"power cut out when warming up. not working, screen comes up black."
rcint_118789,Repair Café International,NLD,Desktop computer,4,Unknown,,,Fixed,,2025-07-12,heeft opstart usb nodig van windows 11. heeft opstart usb nodig van windows 11. met usb opstart windows 11 weer opgestart.
rcint_122453,Repair Café International,ISR,Flat screen,8,Toshiba,,,Fixed,,2025-07-18,doesn't work. replaced fuse now it turns on.
rcint_122431,Repair Café International,ISR,Desktop computer,4,Lenovo,2018,7,Fixed,,2025-07-18,broken hinge. glowed the screws and reattached to the iron.
rcint_112092,Repair Café International,NLD,Laptop,16,Apple,,,Fixed,,2025-07-02,accu vervangen.
rcint_112088,Repair Café International,NLD,Printer/scanner,25,Brother,,,End of life,,2025-07-02,
rcint_112083,Repair Café International,NLD,Tablet,30,Unknown,,,End of life,,2025-06-25,
rcint_115040,Repair Café International,DEU,Battery/charger/adapter,2,Bosch,,,End of life,,2024-04-13,"Sicherung des Ladegerätes durchgebrannt. Kurzschluss in Platine. Nicht reparable. Der Akku ist OK und hat 34,2 Volt Spannung. Gebrauchte Ladestatiopn ist schon für 25 Euro zu bekommen. Aufladung funktioniert nicht."
rcint_112074,Repair Café International,NLD,TV and gaming-related accessories,33,Sony,,,End of life,,2025-06-25,
rcint_112071,Repair Café International,NLD,Battery/charger/adapter,2,Unknown,,,End of life,,2025-06-18,
rcint_137448,Repair Café International,NLD,Printer/scanner,25,Canon,,,End of life,,2025-07-16,"Onbekend, geen manual gevonden. Gevallen, printkop lijkt niet meer te werken."
rcint_146119,Repair Café International,GBR,TV and gaming-related accessories,33,Panasonic,,,End of life,,2025-04-05,"Unable to identify fault, need specialist equipment or a lot more time. Turns on but then nothing happens."
rcint_145920,Repair Café International,GBR,TV and gaming-related accessories,33,Toshiba,2010,15,End of life,,2025-01-04,Take up spool not working properly. Chews up tapes.
rcint_112597,Repair Café International,NLD,Laptop,16,Unknown,,,Fixed,,2025-07-04,-. gaat vrijwel direct na opstarten uit. reset door lang indrukken startknop.
rcint_117441,Repair Café International,NLD,Mobile,19,Samsung,,,Fixed,,2025-07-09,wachtwoord kwijt.
rcint_117422,Repair Café International,NLD,Games console,38,Unknown,,,Fixed,,2025-07-09,diversen. toetsen werken niet goed - lampjes branden niet allemaal. gerepareerd.
rcint_117164,Repair Café International,NLD,Tablet,30,Touchy,,,End of life,Item too worn out,2025-02-12,"kortsluiting op printplaat. werkt niet meer, is nat geworden."
rcint_117176,Repair Café International,NLD,TV and gaming-related accessories,33,Sony,,,End of life,Item too worn out,2025-02-12,processor defect. stopt ermee.
rcint_117177,Repair Café International,NLD,TV and gaming-related accessories,33,Sharp,,,End of life,Item too worn out,2025-02-12,commandoschakelaar defect. gooit de band eruit.
rcint_117186,Repair Café International,NLD,Tablet,30,Kobo,,,End of life,,2025-02-12,usb connector afgebroken. doet het niet.
rcint_130954,Repair Café International,NLD,Battery/charger/adapter,2,Parkside,,,End of life,Spare parts not available,2025-04-19,Printplaat doorgebrand . zoeken op internet voor een vervangng. Doet het niet meer.
rcint_123887,Repair Café International,NLD,Printer/scanner,25,HP,,,Fixed,,2025-06-21,"ballpoint in papierlade, papier trekt scheef. papierstoring. geopend en pen verwijderd."
rcint_115024,Repair Café International,NLD,Printer/scanner,25,HP,,,Repairable,,2025-07-14,"vreemde foutmelding over zwarte cartridge, waarschijnlijk chip probleem. print en kopieert niet. nieuwe zwart cartridge bestellen."
rcint_111993,Repair Café International,NLD,Battery/charger/adapter,2,Unknown,,,Fixed,,2025-05-28,kabelbreuk.
rcint_111984,Repair Café International,NLD,Battery/charger/adapter,2,Apple,,,End of life,,2025-05-28,
rcint_111980,Repair Café International,NLD,Printer/scanner,25,Canon,,,End of life,,2025-05-28,
rcint_130945,Repair Café International,NLD,Laptop,16,Lenovo,2020,5,End of life,,2025-06-21,Doet het niet meer.
rcint_130933,Repair Café International,NLD,Flat screen,8,Samsung,2015,10,End of life,,2025-06-21,Gaat niet meer aan.
rcint_143654,Repair Café International,USA,Laptop,16,Apple,,,Repairable,,2025-07-13,screen replacement.
rcint_143619,Repair Café International,USA,Printer/scanner,25,Canon,,,Repairable,,2025-06-28,diagnosed.
rcint_143611,Repair Café International,USA,Tablet,30,Apple,,,Repairable,,2025-06-28,battery.
rcint_143606,Repair Café International,USA,Mobile,19,Unknown,,,Repairable,,2025-06-08,
rcint_108033,Repair Café International,NLD,Tablet,30,Apple,2019,6,Fixed,,2025-07-05,vuil. geluid hapert. toetsen schoongemaakt.
rcint_127041,Repair Café International,GBR,Flat screen,8,Numark,2018,6,Repairable,,2024-03-09,no problem found. One channel not working. Probably a loose wire I guess! Cleaned inside.
rcint_109611,Repair Café International,NLD,Battery/charger/adapter,2,Bosch,,,End of life,,2025-07-11,onbekend. laadt niet op.
rcint_109581,Repair Café International,NLD,Battery/charger/adapter,2,Unknown,,,Fixed,,2025-07-11,losse draad. losse draad. gesoldeerd.
rcint_109579,Repair Café International,NLD,Battery/charger/adapter,2,Unknown,,,Fixed,,2025-07-11,isolatie defect. geeft kortsluiting. opnieuw geisoleerd met tape.
rcint_145086,Repair Café International,AUS,Laptop,16,Lenovo,,,End of life,,2025-07-13,Yes. Needs a reset.
rcint_122856,Repair Café International,DEU,Flat screen,8,Telefunken,2023,2,End of life,,2025-07-12,"Backlight defekt, Platine/Bauteile durchgemessen. Funktioniert nicht."
rcint_140504,Repair Café International,NLD,TV and gaming-related accessories,33,LG,2021,4,End of life,,2025-07-12,vaag beeld.
rcint_147400,Repair Café International,GBR,Mobile,19,Android Galaxy,,,Repairable,,2025-07-12,Needs setting up. Advised to take to a phone shop.
rcint_147381,Repair Café International,GBR,Printer/scanner,25,HP,,,End of life,,2025-07-12,Needs new print head. Won’t print black.
rcint_147380,Repair Café International,GBR,Tablet,30,Kindle,,,Repairable,,2025-07-12,Unable to load update but still works as a Kindle.
rcint_147379,Repair Café International,GBR,Laptop,16,Lenovo,,,Fixed,,2025-07-12,Flash drive not compatible with Windows 11. Lost access to files.
rcint_133292,Repair Café International,DEU,Printer/scanner,25,Epson,2015,10,Fixed,,2025-07-11,"Meldung: Wartung erforderlich, einige Teile haben das Ende der Leensdauer erreicht. Drucker durch internen Zähler gesperrt. Druckt nicht, Anzeige-LEDs blinken. Internen Zähler durch Software WIC-Reset zurückgesetzt."
rcint_147376,Repair Café International,GBR,Battery/charger/adapter,2,Unknown,,,End of life,,2025-07-12,It working.
rcint_114672,Repair Café International,FRA,TV and gaming-related accessories,33,Samsung,,,End of life,Spare parts too expensive,2025-07-12,led hs. ecran noir.
rcint_125709,Repair Café International,GBR,Printer/scanner,25,HP,,,End of life,,2025-05-10,none. not working.
rcint_147451,Repair Café International,NLD,Printer/scanner,25,Brother,2018,7,Fixed,,2025-06-27,mechnisch issue. rol spoelt niet door.
rcint_105959,Repair Café International,NLD,TV and gaming-related accessories,33,Toshiba,,,End of life,Spare parts not available,2025-07-05,chip op moederbord wordt heel heet: reparatie moederbord niet mogelijk. gaat niet aan.
rcint_136109,Repair Café International,FRA,Laptop,16,Asus,,,Fixed,,2025-07-09,pb connexion imprimante. verif driver imprimante.
rcint_136108,Repair Café International,FRA,Battery/charger/adapter,2,Unknown,,,Fixed,,2025-07-09,fil coupé. ressoudage sur carte.
rcint_136099,Repair Café International,FRA,PC accessory,22,Unknown,,,Fixed,,2025-07-05,switch cassé. bouton poussoir enfoncé.
rcint_136098,Repair Café International,FRA,Laptop,16,HP,,,Fixed,,2025-07-05,pb photos et dd externe. programmation sauvegarde sur DD externe.
rcint_136105,Repair Café International,FRA,Laptop,16,Dell,,,Fixed,,2025-07-09,"pb partage connection mobile. cht mot de passe connection et root, mise à jour."
rcint_136104,Repair Café International,FRA,Laptop,16,Huawei,,,Fixed,,2025-07-09,pb antivirus. installation activation windows defender.
rcint_132601,Repair Café International,NLD,Laptop,16,Acer,2020,5,Repairable,,2025-07-09,verbinding valt af en toe. muis geefet vaak storing. andere poort gebruiken.
rcint_149237,Repair Café International,NLD,Printer/scanner,25,Canon,2012,13,Repairable,,2025-07-08,32V power supply defect. Gaat niet meer aan. Doorgemeten; geadviseerd op jacht te gaan naar andere PSU. Klant heeft nog een soortgelijk apparaat thuis en brengt die volgende keer misschien naar RC_Vleuten - de Meern.
rcint_123882,Repair Café International,NLD,Battery/charger/adapter,2,Unknown,,,Fixed,,2025-06-21,stekker defect. stekker gebroken. nieuwe stekker aangezet.
rcint_123881,Repair Café International,NLD,Printer/scanner,25,Canon,,,Fixed,,2025-06-21,cartrige vast. casette verkeerd geplaatst nu niet meer uit te halen. demontage hersteld.
rcint_138492,Repair Café International,CAN,Battery/charger/adapter,2,Unknown,,,Fixed,,2025-04-26,Fil brisé. Fil sectionné. Remplacé le fil (soudé)
rcint_121904,Repair Café International,FRA,Tablet,30,RF-Tech,2000,25,Fixed,,2025-07-07,block pile HS. ne fonctionne plus.
rcint_133812,Repair Café International,GBR,Battery/charger/adapter,2,Unknown,,,Repairable,,2024-11-02,advice given?
rcint_149539,Repair Café International,NLD,Printer/scanner,25,Canon,2015,8,End of life,Spare parts not available,2023-01-18,Geen cartridge te krijgen. Doet het niet.
rcint_138422,Repair Café International,CAN,Battery/charger/adapter,2,RadioShack,,,End of life,,2025-02-22,Ne charge pas. Ne charge plus.
rcint_114086,Repair Café International,GBR,Laptop,16,Acer,2020,5,Fixed,,2025-07-07,"Screws from the case missing. Two swopped and will buy some more. Hingla broken, will not straighten."
rcint_114076,Repair Café International,GBR,Printer/scanner,25,HP,2005,20,End of life,,2025-06-14,Carriage system damaged. Blocked ink supply.
rcint_135321,Repair Café International,GBR,Laptop,16,Toshiba,,,End of life,,2025-04-12,
rcint_135320,Repair Café International,GBR,Battery/charger/adapter,2,Unknown,,,Fixed,,2025-04-12,
rcint_135319,Repair Café International,GBR,TV and gaming-related accessories,33,LG,,,Repairable,,2025-04-12,
rcint_135313,Repair Café International,GBR,Laptop,16,Asus,,,Fixed,,2025-04-12,
rcint_135298,Repair Café International,GBR,Flat screen,8,Digihome,,,End of life,,2025-04-12,
rcint_135297,Repair Café International,GBR,Battery/charger/adapter,2,Unknown,,,End of life,Item too worn out,2025-04-12,
rcint_135286,Repair Café International,GBR,Flat screen,8,JVC,,,End of life,,2025-03-08,
rcint_135270,Repair Café International,GBR,Games console,38,Sony,,,End of life,,2025-03-08,
rcint_135218,Repair Café International,GBR,Laptop,16,HP,,,End of life,,2025-02-08,
rcint_135216,Repair Café International,GBR,Printer/scanner,25,HP,,,End of life,Spare parts too expensive,2025-02-08,
rcint_136069,Repair Café International,FRA,Battery/charger/adapter,2,Genyx,,,Fixed,,2025-06-18,"batterie à changer. installation batterie plus grosse, adaptation usinage."
rcint_133165,Repair Café International,AUS,Laptop,16,Asus,,,Fixed,,2025-07-06,Screened needed replacing. Lid won't close - needs screen replacing. Had to have the screen replaced - customer bought new screen.
rcint_114877,Repair Café International,USA,Mobile,19,Unknown,2010,15,End of life,No way to open product,2025-07-05,buttons wont work.
rcint_127024,Repair Café International,DEU,PC accessory,22,Vevor,2025,0,Fixed,,2025-07-05,USB Stecker ausgebrochen. USB Stecker ausgebrochen. Buchse getauscht.
rcint_127017,Repair Café International,DEU,TV and gaming-related accessories,33,Unknown,2010,15,Repairable,,2025-06-07,Feuchte Leiterplatte. keine Funktion. Leiterplatte mit Propanol gereinigt.
rcint_118090,Repair Café International,ESP,TV and gaming-related accessories,33,Unknown,,,Fixed,,2025-06-28,"mal contacto. No luce, de Daniel. sueldo."
rcint_118089,Repair Café International,ESP,Battery/charger/adapter,2,Dell,2023,2,End of life,,2025-06-28,"Cable en lado USB. No carga, de Marisa-Karen."
rcint_146668,Repair Café International,NLD,TV and gaming-related accessories,33,Philips,,,Repairable,,2025-07-05,Doet t niet.
rcint_146667,Repair Café International,NLD,TV and gaming-related accessories,33,Philips,2000,25,Fixed,,2025-07-05,Binnenwerk schoongemaakt. Binnenwerk schoongemaakt.
rcint_126988,Repair Café International,DEU,TV and gaming-related accessories,33,Kenwood,2010,15,Repairable,,2025-03-01,"Feuchtigkeitsrückstände an Tastatur und Leiterplatte. Keine Funktion. Riemen ersetzt, Laufrollen gereinigt. Feuchtigkeit mit Alkohol / Propanol entfernt / gereinigt. _x000d_ Tasten 5,6 und 8 abgenutzt / defekt."
rcint_148927,Repair Café International,NLD,PC accessory,22,WD,2011,14,Fixed,,2025-07-05,"pin naar binnen geschoven/verbogen. half teruggeschoven, voorzichtig inprikken thuis."
rcint_126205,Repair Café International,FRA,Desktop computer,4,Asus,,,Fixed,,2025-07-05,installation Windows 11. fausse manipulation de la personne obligeant à réinitialiser le pc. réinstallation W11.
rcint_126202,Repair Café International,FRA,Printer/scanner,25,HP,,,End of life,,2025-07-05,
rcint_137691,Repair Café International,GBR,Laptop,16,HP,2021,4,Repairable,,2025-06-28,"error code, tried secure boot and legacy mode changes - did not work. error code and black screen. suggested HP recovery USB or LInux on USB drive to back up files."
rcint_137665,Repair Café International,GBR,Laptop,16,HP,2015,10,End of life,,2025-06-28,files encrypted with bitlocker.
rcint_137689,Repair Café International,GBR,Battery/charger/adapter,2,Masterplug,2022,3,Fixed,,2025-06-28,"fuse gone in plug and bare wire. no power. new fuse, cropped and rewired."
rcint_137708,Repair Café International,GBR,Laptop,16,Toshiba,2015,10,End of life,,2025-06-28,windows corrupt installation. stuck in an update loop.
rcint_137667,Repair Café International,GBR,Laptop,16,Acer,2010,15,Fixed,,2025-06-28,needed to wipe data. wanted to wipe data for recycling. used external device to wipe hardrive.
rcint_141221,Repair Café International,NLD,TV and gaming-related accessories,33,Sony,1995,30,Repairable,,2025-07-04,video gaat het niet meer uit. Video verwijdert Recorder werkt niet meer (geen signaal)
rcint_140255,Repair Café International,FRA,Laptop,16,Asus,,,Fixed,,2025-06-28,vérifier la clé usb. problème cle USB.
rcint_140276,Repair Café International,FRA,Laptop,16,Acer,,,Fixed,,2025-06-28,réinstallation du système. ne fonctionne pas ou très mal. réinstallation du système.
rcint_149452,Repair Café International,GBR,Printer/scanner,25,Canon,2021,4,Fixed,,2025-06-29,"small piece of paper jammed deep within. had paper jam cleared but display kept saying 'paper jam' Thoroughly cleaned internally, used pincers to retrieve small scrap."
rcint_105957,Repair Café International,NLD,PC accessory,22,Logitech,2014,11,End of life,Spare parts not available,2025-07-03,schakel aan muis defect. klikt niet.
rcint_105946,Repair Café International,NLD,Mobile,19,Apple,,,Fixed,,2025-06-26,installeren.
rcint_105929,Repair Café International,NLD,PC accessory,22,Unknown,,,Repairable,,2025-06-26,geen. advies digitaliseren: CD's naar MP3 geconverteerd.
rcint_144331,Repair Café International,NLD,Printer/scanner,25,Canon,,,Repairable,,2025-07-03,onbekend. print blanko vellen. advies originele inkt gebruiken ipv 123inkt.
rcint_105918,Repair Café International,NLD,Laptop,16,Asus,,,Repairable,,2025-06-12,boot niet op en geeft aan verwijder medium. start niet. opnieuw windows proberen te installeren.
rcint_105916,Repair Café International,NLD,Laptop,16,Toshiba,,,Repairable,,2025-06-12,geen. geluidsconfiguratie. het probleem heeft zichzelf opgelost.
rcint_126187,Repair Café International,FRA,Printer/scanner,25,Epson,2023,2,Fixed,,2025-07-02,Test de toutes les fonctions. Plus de bruit mais pas pu tester complétement car il faudrait avoir le PC. Impression d'une jacquette fait du bruit avec code d'erreur.
rcint_126156,Repair Café International,FRA,Printer/scanner,25,Epson,2023,2,Fixed,,2025-06-07,Test de toutes les fonctions mais impossible de faire l'impression de la jacquette d'un CD car il faurait un PC avec le logiciel. MAis cela devrait marcher car on n'a plus de bruit. fait du bruit quand on imprime une jacquette de CD.
rcint_136074,Repair Café International,FRA,Flat screen,8,Hitachi,,,Fixed,,2025-06-21,clignote puis s'éteint. remplact condo.
rcint_136079,Repair Café International,FRA,PC accessory,22,WD,,,Fixed,,2025-06-25,transfert de données. transfert sur clé USB.
rcint_136083,Repair Café International,FRA,Printer/scanner,25,Canon,,,Fixed,,2025-06-28,contre rouleau manquant. ne prend plus le papier. remplacé par adhésif.
rcint_134498,Repair Café International,GBR,Tablet,30,Amazon,,,End of life,Lack of equipment,2025-06-21,Not charging.
rcint_149521,Repair Café International,NLD,Printer/scanner,25,Unknown,2015,7,End of life,,2022-11-16,Geen inkt op papier. Geen inkt op papier.
rcint_146757,Repair Café International,DEU,Printer/scanner,25,Epson,2020,5,Repairable,,2025-07-01,"Tausch zu schwierig, Zähler rücksetzen nicht erfolgreich, nur noch als Scanner nutzen. ""Tintenfließ ist voll, Service anrufen"" Gezeigt, wie man den Scanner trotz Fehlermeldung nutzen kann."
rcint_146756,Repair Café International,DEU,Printer/scanner,25,Canon,,,Fixed,,2025-07-01,Gerät hat vor Repair-Termin wieder funktioniert. Magenta fehlt bei Ausdruck.
rcint_130248,Repair Café International,GBR,Laptop,16,Acer,,,Fixed,,2025-01-25,"virus. virus. disk reformatted and new windows 11 installed, laptop now as new as out of box."
rcint_140254,Repair Café International,FRA,Tablet,30,Lenovo,,,Fixed,,2025-06-28,démontage et nettoyage. CHAUFFE VITE. nettoyage.
rcint_108028,Repair Café International,NLD,TV and gaming-related accessories,33,Philips,,,Fixed,,2025-06-21,vast gelopen. band zit vast. band uit apparaat verwijdert.
rcint_114071,Repair Café International,GBR,Laptop,16,Toshiba,,,Repairable,,2025-06-14,Unsure possible firm ware issues. Unable to access internet.
rcint_140260,Repair Café International,FRA,Laptop,16,Fujitsu,,,Fixed,,2025-06-28,installation Linux mint. ne marche plus. installation Linux mint.
rcint_110870,Repair Café International,NLD,Printer/scanner,25,HP,2019,6,Fixed,,2025-06-27,Cartridges ingedroogd en 1 cartridge was leeg. Print niet. Cartridges schoongemaakt.
rcint_110863,Repair Café International,NLD,TV and gaming-related accessories,33,Unknown,2017,8,Fixed,,2025-06-27,Vervuild contact. Afstandsbediening t.b.v. een Hulsta bed is defect.
rcint_110859,Repair Café International,NLD,Battery/charger/adapter,2,Unknown,2024,1,End of life,,2025-06-27,Afgebroken onderdeel. Onderdeel afgebroken.
rcint_148653,Repair Café International,FRA,Desktop computer,4,Acer,,,Fixed,,2025-06-28,Upgrade du PC WIndows 11 + SSD + 16 giga de ram. affichage erreur + blocage image. Achat d'un SSD / RAM / Installation Windows 11.
rcint_148649,Repair Café International,FRA,Laptop,16,Compaq,2008,17,End of life,Item too worn out,2025-06-28,PC HS Ram / ecran carte /mère. Chauffe + se coupe au bout d'un quart heure.
rcint_147811,Repair Café International,USA,TV and gaming-related accessories,33,Samsung,,,Repairable,,2025-06-29,
rcint_147805,Repair Café International,USA,Desktop computer,4,HP,2019,6,Repairable,,2025-06-29,
rcint_147776,Repair Café International,USA,Desktop computer,4,Unknown,,,End of life,,2025-06-29,
rcint_147748,Repair Café International,USA,TV and gaming-related accessories,33,Unknown,,,End of life,,2025-06-29,
rcint_137002,Repair Café International,DEU,Flat screen,8,LG,2013,12,End of life,,2025-06-28,"siehe oben, wahrscheinlich ist der Bildschirm defekt. Nach einschalten bleibt der Bildschirm schwarz."
rcint_108418,Repair Café International,NLD,Printer/scanner,25,Brother,,,Fixed,,2025-06-28,Er was een snippertje papier achtergebleven. papier loopt vast.
rcint_108424,Repair Café International,NLD,Flat screen,8,Philips,,,End of life,,2025-06-28,doet niks.
rcint_108419,Repair Café International,NLD,Printer/scanner,25,Canon,,,End of life,,2025-06-28,"papier, foutmelding."
